0 0.1 0 0 0 0 0 0 0 0 1200 1200 0 0 0 0 -400 -385 0 16 941.5
0.0344828 0.127586 0 0 0 0 0 0 0 0 1200 1200 0 0 0 0 -395.69 -383.793 0 17.3793 939.155
0.0689655 0.155172 0 0 0 0 0 0 0 0 1200 1200 0 0 0 0 -391.379 -382.586 0 18.7586 936.81
0.103448 0.182759 0 0 0 0 0 0 0 0 1200 1200 0 0 0 0 -387.069 -381.379 0 20.1379 934.466
0.137931 0.210345 0 0 0 0 0 0 0 0 1200 1200 0 0 0 0 -382.759 -380.172 0 21.5172 932.121
0.172414 0.237931 0 0 0 0 0 1 0 0 1200 1200 0 0 0 0 -378.448 -378.966 0 22.8966 929.776
0.206897 0.265517 0 0 0 0 0 1 0 0 1200 1200 0 0 0 0 -374.138 -377.759 0 24.2759 927.431
0.241379 0.293103 0 0 0 0 0 1 0 0 1200 1200 0 0 0 0 -369.828 -376.552 0 25.6552 925.086
0.275862 0.32069 0 0 0 0 0 1 0 0 1200 1200 0 0 0 0 -365.517 -375.345 0 27.0345 922.741
0.310345 0.348276 0 0 0 0 0 1 0 0 1200 1200 0 0 0 0 -361.207 -374.138 0 28.4138 920.397
0.344828 0.375862 0 0 0 0 0 2 0 0 1200 1200 0 0 0 0 -356.897 -372.931 0 29.7931 918.052
0.37931 0.403448 0 0 0 0 0 2 0 0 1200 1200 0 0 0 0 -352.586 -371.724 0 31.1724 915.707
0.413793 0.431034 0 0 0 0 0 2 0 0 1200 1200 0 0 0 0 -348.276 -370.517 0 32.5517 913.362
0.448276 0.458621 0 0 0 0 0 2 0 0 1200 1200 0 0 0 0 -343.966 -369.31 0 33.931 911.017
0.482759 0.486207 0 0 0 0 0 2 0 0 1200 1200 0 0 0 0 -339.655 -368.103 0 35.3103 908.672
0.517241 0.513793 0 0 0 0 0 3 0 0 1200 1200 0 0 0 0 -335.345 -366.897 0 36.6897 906.328
0.551724 0.541379 0 0 0 0 0 3 0 0 1200 1200 0 0 0 0 -331.034 -365.69 0 38.069 903.983
0.586207 0.568965 0 0 0 0 0 3 0 0 1200 1200 0 0 0 0 -326.724 -364.483 0 39.4483 901.638
0.62069 0.596552 0 0 0 0 0 3 0 0 1200 1200 0 0 0 0 -322.414 -363.276 0 40.8276 899.293
0.655172 0.624138 0 0 0 0 0 3 0 0 1200 1200 0 0 0 0 -318.103 -362.069 0 42.2069 896.948
0.689655 0.651724 0 0 0 0 0 4 0 0 1200 1200 0 0 0 0 -313.793 -360.862 0 43.5862 894.603
0.724138 0.67931 0 0 0 0 0 4 0 0 1200 1200 0 0 0 0 -309.483 -359.655 0 44.9655 892.259
0.758621 0.706897 0 0 0 0 0 4 0 0 1200 1200 0 0 0 0 -305.172 -358.448 0 46.3448 889.914
0.793103 0.734483 0 0 0 0 0 4 0 0 1200 1200 0 0 0 0 -300.862 -357.241 0 47.7241 887.569
0.827586 0.762069 0 0 0 0 0 4 0 0 1200 1200 0 0 0 0 -296.552 -356.034 0 49.1034 885.224
0.862069 0.789655 0 0 0 0 0 5 0 0 1200 1200 0 0 0 0 -292.241 -354.828 0 50.4828 882.879
0.896552 0.817241 0 0 0 0 0 5 0 0 1200 1200 0 0 0 0 -287.931 -353.621 0 51.8621 880.534
0.931035 0.844828 0 0 0 0 0 5 0 0 1200 1200 0 0 0 0 -283.621 -352.414 0 53.2414 878.19
0.965517 0.872414 0 0 0 0 0 5 0 0 1200 1200 0 0 0 0 -279.31 -351.207 0 54.6207 875.845
1 0.9 0 0 0 0 0 6 0 0 1200 1200 0 0 0 0 -275 -350 0 56 873.5
