0 0.1 2 0 0 0 0 0 0 0 1162 1162 0 0 0 0 300 -232 0 16 955.5
0.0263158 0.142105 0 0 0 0 0 0 0 0 1199.21 1199.21 0 0 0 0 318.632 -219.789 0 17.0526 951.921
0.0526316 0.184211 0 0 0 0 0 0 0 0 1236.42 1236.42 0 0 0 0 337.263 -207.579 0 18.1053 948.342
0.0789474 0.226316 0 0 0 0 0 0 0 0 1273.63 1273.63 0 0 0 0 355.895 -195.368 0 19.1579 944.763
0.105263 0.268421 0 0 0 0 0 0 0 0 1310.84 1310.84 0 0 0 0 374.526 -183.158 0 20.2105 941.184
0.131579 0.310526 0 0 0 0 0 0 0 0 1348.05 1348.05 0 0 0 0 393.158 -170.947 0 21.2632 937.605
0.157895 0.352632 0 0 0 0 0 0 0 0 1385.26 1385.26 0 0 0 0 411.789 -158.737 0 22.3158 934.026
0.184211 0.394737 0 0 0 0 0 0 0 0 1422.47 1422.47 0 0 0 0 430.421 -146.526 0 23.3684 930.447
0.210526 0.436842 0 0 0 0 0 0 0 0 1459.68 1459.68 0 0 0 0 449.053 -134.316 0 24.4211 926.868
0.236842 0.478947 0 0 0 0 0 0 0 0 1496.89 1496.89 0 0 0 0 467.684 -122.105 0 25.4737 923.289
0.263158 0.521053 0 0 0 0 0 0 0 0 1534.11 1534.11 0 0 0 0 486.316 -109.895 0 26.5263 919.711
0.289474 0.563158 0 0 0 0 0 0 0 0 1571.32 1571.32 0 0 0 0 504.947 -97.6842 0 27.5789 916.132
0.315789 0.605263 0 0 0 0 0 0 0 0 1608.53 1608.53 0 0 0 0 523.579 -85.4737 0 28.6316 912.553
0.342105 0.647368 0 0 0 0 0 0 0 0 1645.74 1645.74 0 0 0 0 542.211 -73.2632 0 29.6842 908.974
0.368421 0.689474 0 0 0 0 0 0 0 0 1682.95 1682.95 0 0 0 0 560.842 -61.0526 0 30.7368 905.395
0.394737 0.731579 0 0 0 0 0 0 0 0 1720.16 1720.16 0 0 0 0 579.474 -48.8421 0 31.7895 901.816
0.421053 0.773684 0 0 0 0 0 0 0 0 1757.37 1757.37 0 0 0 0 598.105 -36.6316 0 32.8421 898.237
0.447368 0.815789 0 0 0 0 0 0 0 0 1794.58 1794.58 0 0 0 0 616.737 -24.4211 0 33.8947 894.658
0.473684 0.857895 0 0 0 0 0 0 0 0 1831.79 1831.79 0 0 0 0 635.368 -12.2105 0 34.9474 891.079
0.75 0.894118 2 0 0 0 0 1 0 0 1869 1869 0 0 0 0 1024.38 370.377 0 36 887.5
1 0.611765 2 0 0 0 0 1 0 0 880.665 788.07 0 0 0 0 -255.562 -337.813 0 51 915.5
